CountryCode,Prefix,Length,OperatorId,OperatorName,Regions
1,201705,10,,,US
1,201707,10,,,US
1,201708,10,,,US
1,201709,10,,,US
1,201706,10,,,US
1,201710,10,,,US
1,201711,10,,,US
1,201712,10,,,US
1,201713,10,,,US
1,201715,10,,,US
1,201716,10,,,US
1,201717,10,,,US
1,201718,10,,,US
1,201719,10,,,US
1,201714,10,,,US
1,20172,10,,,US
1,20173,10,,,US
1,20174,10,,,US
1,20175,10,,,US
1,20176,10,,,US
1,20178,10,,,US
1,201770,10,,,US
1,201771,10,,,US
1,201772,10,,,US
1,201774,10,,,US
1,201775,10,,,US
1,201776,10,,,US
1,201777,10,,,US
1,201778,10,,,US
1,201779,10,,,US
1,201773,10,,,US
1,201790,10,,,US
1,201792,10,,,US
1,201793,10,,,US
1,201799,10,,,US
1,201791,10,,,US
1,201794,10,,,US
1,201796,10,,,US
1,201797,10,,,US
1,201795,10,,,US
1,201798,10,,,US
1,20180,10,,,US
1,20181,10,,,US
1,201820,10,,,US
1,201821,10,,,US
1,201822,10,,,US
1,201824,10,,,US
1,201825,10,,,US
1,201826,10,,,US
1,201827,10,,,US
1,201828,10,,,US
1,201829,10,,,US
1,201823,10,,,US
1,201830,10,,,US
1,201831,10,,,US
1,201832,10,,,US
1,201834,10,,,US
1,201835,10,,,US
1,201838,10,,,US
1,201839,10,,,US
1,201833,10,,,US
1,201836,10,,,US
1,201837,10,,,US
1,201840,10,,,US
1,201841,10,,,US
1,201842,10,,,US
1,201843,10,,,US
1,201844,10,,,US
1,201845,10,,,US
1,201846,10,,,US
1,201847,10,,,US
1,201849,10,,,US
1,201848,10,,,US
1,201850,10,,,US
1,201851,10,,,US
1,201852,10,,,US
1,201853,10,,,US
1,201855,10,,,US
1,201856,10,,,US
1,201857,10,,,US
1,201859,10,,,US
1,201854,10,,,US
1,201858,10,,,US
1,201860,10,,,US
1,201861,10,,,US
1,201863,10,,,US
1,201864,10,,,US
1,201865,10,,,US
1,201866,10,,,US
1,201867,10,,,US
1,201862,10,,,US
1,201868,10,,,US
1,201869,10,,,US
1,201870,10,,,US
1,201872,10,,,US
1,201873,10,,,US
1,201874,10,,,US
1,201875,10,,,US
1,201876,10,,,US
1,201877,10,,,US
1,201878,10,,,US
1,201879,10,,,US
1,201871,10,,,US
1,201880,10,,,US
1,201881,10,,,US
1,201882,10,,,US
1,201884,10,,,US
1,201885,10,,,US
1,201887,10,,,US
1,201888,10,,,US
1,201889,10,,,US
1,201883,10,,,US
1,201886,10,,,US
1,201890,10,,,US
1,201892,10,,,US
1,201893,10,,,US
1,201895,10,,,US
1,201896,10,,,US
1,201897,10,,,US
1,201898,10,,,US
1,201899,10,,,US
1,201891,10,,,US
1,201894,10,,,US
1,20190,10,,,US
1,20193,10,,,US
1,20197,10,,,US
1,201910,10,,,US
1,201911,10,,,US
1,201912,10,,,US
1,201913,10,,,US
1,201914,10,,,US
1,201916,10,,,US
1,201917,10,,,US
1,201919,10,,,US
1,201915,10,,,US
1,201918,10,,,US
1,201920,10,,,US
1,201921,10,,,US
1,201922,10,,,US
1,201923,10,,,US
1,201924,10,,,US
1,201925,10,,,US
1,201926,10,,,US
1,201927,10,,,US
1,201929,10,,,US
1,201928,10,,,US
1,201940,10,,,US
1,201941,10,,,US
1,201943,10,,,US
1,201945,10,,,US
1,201948,10,,,US
1,201949,10,,,US
1,201942,10,,,US
1,201946,10,,,US
1,201944,10,,,US
1,201947,10,,,US
1,201950,10,,,US
1,201951,10,,,US
1,201952,10,,,US
1,201953,10,,,US
1,201954,10,,,US
1,201956,10,,,US
1,201957,10,,,US
1,201958,10,,,US
1,201959,10,,,US
1,201955,10,,,US
1,201960,10,,,US
1,201961,10,,,US
1,201962,10,,,US
1,201964,10,,,US
1,201965,10,,,US
1,201966,10,,,US
1,201967,10,,,US
1,201969,10,,,US
1,201963,10,,,US
1,201968,10,,,US
1,201980,10,,,US
1,201981,10,,,US
1,201982,10,,,US
1,201983,10,,,US
1,201985,10,,,US
1,201986,10,,,US
1,201987,10,,,US
1,201988,10,,,US
1,201989,10,,,US
1,201984,10,,,US
1,201990,10,,,US
1,201992,10,,,US
1,201993,10,,,US
1,201994,10,,,US
1,201995,10,,,US
1,201999,10,,,US
1,201991,10,,,US
1,201997,10,,,US
1,201998,10,,,US
1,201996,10,,,US
1,2022,10,,,US
1,2023,10,,,US
1,2024,10,,,US
1,2025,10,,,US
1,2026,10,,,US
1,2027,10,,,US
1,2028,10,,,US
1,2029,10,,,US
1,203200,10,,,US
1,203201,10,,,US
1,203203,10,,,US
1,203204,10,,,US
1,203205,10,,,US
1,203206,10,,,US
1,203207,10,,,US
1,203209,10,,,US
1,203202,10,,,US
1,203208,10,,,US
1,203210,10,,,US
1,203211,10,,,US
1,203212,10,,,US
1,203213,10,,,US
1,203214,10,,,US
1,203215,10,,,US
1,203216,10,,,US
1,203217,10,,,US
1,203218,10,,,US
1,203219,10,,,US
1,203220,10,,,US
1,203223,10,,,US
1,203224,10,,,US
1,203228,10,,,US
1,203221,10,,,US
1,203222,10,,,US
1,203226,10,,,US
1,203227,10,,,US
1,203225,10,,,US
1,203229,10,,,US
1,203299,10,,,US
1,203230,10,,,US
1,203231,10,,,US
1,203232,10,,,US
1,203233,10,,,US
1,203236,10,,,US
1,203234,10,,,US
1,203239,10,,,US
1,203235,10,,,US
1,203237,10,,,US
1,203238,10,,,US
1,203240,10,,,US
1,203241,10,,,US
1,203242,10,,,US
1,203243,10,,,US
1,203244,10,,,US
1,203246,10,,,US
1,203247,10,,,US
1,203249,10,,,US
1,203245,10,,,US
1,203248,10,,,US
1,203250,10,,,US
1,203251,10,,,US
1,203252,10,,,US
1,203253,10,,,US
1,203257,10,,,US
1,203258,10,,,US
1,203254,10,,,US
1,203255,10,,,US
1,203256,10,,,US
1,203259,10,,,US
1,203260,10,,,US
1,203261,10,,,US
1,203268,10,,,US
1,203262,10,,,US
1,203264,10,,,US
1,203267,10,,,US
1,203263,10,,,US
1,203265,10,,,US
1,203269,10,,,US
1,203266,10,,,US
1,203270,10,,,US
1,203271,10,,,US
1,203272,10,,,US
1,203273,10,,,US
1,203274,10,,,US
1,203275,10,,,US
1,203277,10,,,US
1,203278,10,,,US
1,203279,10,,,US
1,203276,10,,,US
1,203280,10,,,US
1,203282,10,,,US
1,203285,10,,,US
1,203289,10,,,US
1,203281,10,,,US
1,203287,10,,,US
1,203288,10,,,US
1,203283,10,,,US
1,203284,10,,,US
1,203294,10,,,US
1,203286,10,,,US
1,203290,10,,,US
1,203291,10,,,US
1,203293,10,,,US
1,203295,10,,,US
1,203296,10,,,US
1,203297,10,,,US
1,203298,10,,,US
1,203292,10,,,US
1,203300,10,,,US
1,203302,10,,,US
1,203303,10,,,US
1,203305,10,,,US
1,203306,10,,,US
1,203307,10,,,US
1,203308,10,,,US
1,203309,10,,,US
1,203301,10,,,US
1,203304,10,,,US
1,203364,10,,,US
1,203310,10,,,US
1,203311,10,,,US
1,203313,10,,,US
1,203314,10,,,US
1,203317,10,,,US
1,203312,10,,,US
1,203315,10,,,US
1,203316,10,,,US
1,203318,10,,,US
1,203319,10,,,US
1,203320,10,,,US
1,203321,10,,,US
